"id";"customer_id";"order_date";"status";"total"
"ORD-001145";"CUST-000047";"10.08.2026";"delivered";"328,68"
"ORD-001146";"CUST-000047";"03.07.2026";"shipped";"1765,74"
"ORD-001147";"CUST-000048";"01.02.2026";"delivered";"1117,62"
"ORD-001148";"CUST-000048";"21.06.2026";"open";"1192,79"
"ORD-001149";"CUST-000048";"25.07.2026";"shipped";"849,42"
"ORD-001150";"CUST-000049";"14.01.2026";"open";"1924,22"
"ORD-001151";"CUST-000049";"08.06.2026";"shipped";"878,57"
"ORD-001152";"CUST-000049";"04.06.2026";"delivered";"792,26"
"ORD-001153";"CUST-000049";"29.04.2026";"shipped";"241,87"
"ORD-001154";"CUST-000050";"27.07.2026";"shipped";"1843,25"
"ORD-001155";"CUST-000050";"16.02.2026";"shipped";"1660,02"
"ORD-001156";"CUST-000050";"11.05.2026";"shipped";"1106,53"
"ORD-001157";"CUST-000051";"21.02.2026";"processing";"621,46"
"ORD-001158";"CUST-000051";"02.02.2026";"cancelled";"156,69"
"ORD-001159";"CUST-000051";"29.01.2026";"delivered";"1932,57"
"ORD-001160";"CUST-000051";"23.01.2026";"shipped";"37,97"
"ORD-001161";"CUST-000051";"09.02.2026";"processing";"892,83"
"ORD-001162";"CUST-000052";"03.04.2026";"processing";"1524,16"
"ORD-001163";"CUST-000052";"21.03.2026";"shipped";"567,14"
"ORD-001164";"CUST-000052";"23.04.2026";"shipped";"1627,14"
"ORD-001165";"CUST-000052";"27.07.2026";"open";"268,18"
"ORD-001166";"CUST-000053";"22.01.2026";"processing";"734,6"
"ORD-001167";"CUST-000053";"01.07.2026";"delivered";"934,6"
"ORD-001168";"CUST-000053";"10.04.2026";"shipped";"28,96"
"ORD-001169";"CUST-000054";"04.08.2026";"cancelled";"1496,01"
"ORD-001170";"CUST-000055";"09.07.2026";"shipped";"1048,41"
"ORD-001171";"CUST-000055";"15.05.2026";"shipped";"1303,32"
"ORD-001172";"CUST-000055";"28.03.2026";"delivered";"912,05"
"ORD-001173";"CUST-000056";"29.05.2026";"shipped";"575,9"
"ORD-001174";"CUST-000056";"13.05.2026";"delivered";"1988,05"
"ORD-001175";"CUST-000056";"15.04.2026";"delivered";"1484,81"
"ORD-001176";"CUST-000056";"10.03.2026";"shipped";"817,47"
"ORD-001177";"CUST-000057";"02.01.2026";"processing";"351,61"
"ORD-001178";"CUST-000057";"23.01.2026";"shipped";"1632,54"
"ORD-001179";"CUST-000057";"10.04.2026";"shipped";"1099,51"
"ORD-001180";"CUST-000058";"23.02.2026";"open";"1776,48"
"ORD-001181";"CUST-000059";"13.01.2026";"open";"349,3"
"ORD-001182";"CUST-000059";"14.06.2026";"shipped";"1575,19"
"ORD-001183";"CUST-000060";"24.07.2026";"shipped";"86,75"
"ORD-001184";"CUST-000060";"24.02.2026";"returned";"657,31"
"ORD-001185";"CUST-000060";"02.02.2026";"shipped";"1260,06"
"ORD-001186";"CUST-000060";"12.05.2026";"shipped";"1138,76"
"ORD-001187";"CUST-000061";"25.02.2026";"shipped";"1577,75"
"ORD-001188";"CUST-000062";"25.05.2026";"shipped";"651,58"
"ORD-001189";"CUST-000062";"13.06.2026";"shipped";"1762,65"
"ORD-001190";"CUST-000062";"10.03.2026";"shipped";"1177,22"
"ORD-001191";"CUST-000063";"10.04.2026";"processing";"1516,61"
"ORD-001192";"CUST-000064";"12.02.2026";"shipped";"267,63"
"ORD-001193";"CUST-000064";"28.07.2026";"delivered";"1866,18"
"ORD-001194";"CUST-000064";"11.07.2026";"shipped";"416,55"
"ORD-001195";"CUST-000064";"08.07.2026";"returned";"1309,95"
"ORD-001196";"CUST-000064";"06.07.2026";"delivered";"795,52"
"ORD-001197";"CUST-000065";"18.07.2026";"shipped";"1013,59"
"ORD-001198";"CUST-000065";"17.03.2026";"shipped";"254,02"
"ORD-001199";"CUST-000065";"09.03.2026";"open";"435,71"
"ORD-001200";"CUST-000065";"05.02.2026";"shipped";"1806,76"
"ORD-001201";"CUST-000066";"18.07.2026";"returned";"1815,72"
"ORD-001202";"CUST-000066";"25.03.2026";"shipped";"1952,71"
"ORD-001203";"CUST-000067";"13.06.2026";"delivered";"43,36"
"ORD-001204";"CUST-000067";"05.06.2026";"open";"194,16"
"ORD-001205";"CUST-000068";"10.05.2026";"shipped";"1890,29"
"ORD-001206";"CUST-000069";"01.06.2026";"shipped";"1710,8"
"ORD-001207";"CUST-000069";"22.03.2026";"shipped";"1587,85"
"ORD-001208";"CUST-000070";"08.04.2026";"cancelled";"1601,62"
"ORD-001209";"CUST-000070";"27.04.2026";"shipped";"989,68"
"ORD-001210";"CUST-000070";"29.05.2026";"shipped";"1337,07"
"ORD-001211";"CUST-000071";"16.07.2026";"open";"449,8"
"ORD-001212";"CUST-000071";"14.04.2026";"delivered";"1925,88"
"ORD-001213";"CUST-000071";"29.07.2026";"open";"1748,24"
"ORD-001214";"CUST-000071";"15.01.2026";"processing";"263,68"
"ORD-001215";"CUST-000071";"26.06.2026";"open";"402,55"
"ORD-001216";"CUST-000072";"17.07.2026";"shipped";"1255,21"
"ORD-001217";"CUST-000072";"05.08.2026";"processing";"1392,15"
"ORD-001218";"CUST-000072";"19.06.2026";"processing";"1276,16"
"ORD-001219";"CUST-000073";"28.06.2026";"shipped";"1379,05"
"ORD-001220";"CUST-000073";"01.02.2026";"cancelled";"1424,38"
"ORD-001221";"CUST-000074";"13.02.2026";"returned";"1110,52"
"ORD-001222";"CUST-000074";"02.08.2026";"shipped";"1279,98"
"ORD-001223";"CUST-000075";"25.03.2026";"delivered";"1058,08"
"ORD-001224";"CUST-000076";"08.05.2026";"shipped";"440,47"
"ORD-001225";"CUST-000076";"17.03.2026";"shipped";"37,35"
"ORD-001226";"CUST-000076";"21.04.2026";"delivered";"1799,75"
"ORD-001227";"CUST-000077";"06.06.2026";"processing";"404,93"
"ORD-001228";"CUST-000078";"23.06.2026";"shipped";"187,96"
"ORD-001229";"CUST-000078";"12.08.2026";"shipped";"221,42"
"ORD-001230";"CUST-000078";"20.03.2026";"open";"543,78"
"ORD-001231";"CUST-000078";"06.07.2026";"shipped";"1645,93"
"ORD-001232";"CUST-000078";"03.03.2026";"delivered";"120,39"
"ORD-001233";"CUST-000079";"04.06.2026";"processing";"1785,27"
"ORD-001234";"CUST-000080";"17.05.2026";"shipped";"1595,19"
"ORD-001235";"CUST-000080";"06.02.2026";"shipped";"1396,35"
"ORD-001236";"CUST-000080";"05.07.2026";"open";"670,98"
"ORD-001237";"CUST-000080";"15.06.2026";"shipped";"1516,66"
"ORD-001238";"CUST-000081";"12.06.2026";"delivered";"682,46"
"ORD-001239";"CUST-000081";"20.02.2026";"shipped";"1294,98"
"ORD-001240";"CUST-000081";"24.02.2026";"shipped";"1923,5"
"ORD-001241";"CUST-000082";"06.04.2026";"delivered";"1766,73"
"ORD-001242";"CUST-000082";"31.05.2026";"delivered";"1881,56"
"ORD-001243";"CUST-000082";"06.05.2026";"open";"1748,39"
"ORD-001244";"CUST-000082";"12.06.2026";"cancelled";"1607,01"
"ORD-001245";"CUST-000083";"14.07.2026";"delivered";"996,32"
"ORD-001246";"CUST-000083";"18.06.2026";"shipped";"1592,63"
"ORD-001247";"CUST-000083";"06.08.2026";"shipped";"985,09"
"ORD-001248";"CUST-000083";"16.02.2026";"delivered";"303,72"
"ORD-001249";"CUST-000083";"04.07.2026";"shipped";"505,75"
"ORD-001250";"CUST-000084";"08.03.2026";"shipped";"838,05"
"ORD-001251";"CUST-000085";"06.08.2026";"processing";"988,41"
"ORD-001252";"CUST-000085";"25.03.2026";"shipped";"1413,68"
"ORD-001253";"CUST-000086";"30.03.2026";"shipped";"97,78"
"ORD-001254";"CUST-000086";"17.07.2026";"shipped";"850,85"
"ORD-001255";"CUST-000086";"09.04.2026";"shipped";"492,46"
"ORD-001256";"CUST-000086";"19.04.2026";"shipped";"730,9"
"ORD-001257";"CUST-000086";"03.01.2026";"shipped";"1053,49"
"ORD-001258";"CUST-000087";"17.05.2026";"shipped";"859,84"
"ORD-001259";"CUST-000087";"30.03.2026";"shipped";"1022,3"
"ORD-001260";"CUST-000088";"27.04.2026";"open";"1573,64"
"ORD-001261";"CUST-000089";"18.03.2026";"delivered";"732,64"
"ORD-001262";"CUST-000089";"16.02.2026";"shipped";"1831,27"
"ORD-001263";"CUST-000089";"16.02.2026";"returned";"1886,35"
"ORD-001264";"CUST-000090";"06.02.2026";"open";"1134,43"
"ORD-001265";"CUST-000090";"12.05.2026";"delivered";"418,63"
"ORD-001266";"CUST-000090";"26.01.2026";"shipped";"246,3"
"ORD-001267";"CUST-000090";"17.02.2026";"open";"1774,37"
"ORD-001268";"CUST-000090";"17.04.2026";"shipped";"967,99"
"ORD-001269";"CUST-000091";"03.06.2026";"cancelled";"1530,96"
"ORD-001270";"CUST-000091";"23.05.2026";"delivered";"1165,92"
"ORD-001271";"CUST-000091";"01.05.2026";"open";"574,26"
"ORD-001272";"CUST-000092";"02.03.2026";"cancelled";"653,06"
"ORD-001273";"CUST-000093";"22.03.2026";"shipped";"1330,83"
"ORD-001274";"CUST-000093";"06.07.2026";"open";"340,96"
"ORD-001275";"CUST-000093";"08.08.2026";"cancelled";"150,09"
"ORD-001276";"CUST-000094";"02.07.2026";"open";"157,07"
"ORD-001277";"CUST-000094";"25.06.2026";"shipped";"156,4"
"ORD-001278";"CUST-000094";"01.05.2026";"processing";"182,12"
"ORD-001279";"CUST-000095";"11.06.2026";"shipped";"1036,98"
"ORD-001280";"CUST-000095";"09.06.2026";"open";"712,61"
"ORD-001281";"CUST-000095";"23.06.2026";"shipped";"701,8"
"ORD-001282";"CUST-000096";"09.04.2026";"shipped";"82,99"
"ORD-001283";"CUST-000096";"09.03.2026";"shipped";"921,85"
"ORD-001284";"CUST-000096";"14.04.2026";"shipped";"1034,12"
"ORD-001285";"CUST-000096";"27.07.2026";"shipped";"1976,57"
"ORD-001286";"CUST-000097";"25.01.2026";"processing";"1512,31"
"ORD-001287";"CUST-000098";"30.01.2026";"open";"1597,44"
"ORD-001288";"CUST-000098";"26.06.2026";"shipped";"926,21"
"ORD-001289";"CUST-000099";"16.07.2026";"shipped";"1523,57"
"ORD-001290";"CUST-000100";"18.02.2026";"processing";"677,83"
"ORD-001291";"CUST-000101";"03.06.2026";"cancelled";"1557,83"
"ORD-001292";"CUST-000102";"03.04.2026";"delivered";"696,69"
"ORD-001293";"CUST-000102";"17.02.2026";"shipped";"721,83"
"ORD-001294";"CUST-000102";"07.03.2026";"shipped";"1739,21"
"ORD-001295";"CUST-000102";"17.07.2026";"delivered";"1098,57"
"ORD-001296";"CUST-000102";"09.08.2026";"shipped";"818,05"
"ORD-001297";"CUST-000103";"10.02.2026";"shipped";"237,12"
"ORD-001298";"CUST-000103";"04.03.2026";"processing";"364,09"
"ORD-001299";"CUST-000103";"12.07.2026";"shipped";"1063,44"
"ORD-001300";"CUST-000104";"26.02.2026";"cancelled";"395,68"
"ORD-001301";"CUST-000104";"23.01.2026";"shipped";"949,12"
"ORD-001302";"CUST-000104";"07.07.2026";"open";"735,35"
"ORD-001303";"CUST-000104";"02.07.2026";"shipped";"1334,74"
"ORD-001304";"CUST-000104";"20.02.2026";"cancelled";"876,93"
"ORD-001305";"CUST-000105";"12.07.2026";"delivered";"1622,0"
"ORD-001306";"CUST-000105";"23.03.2026";"shipped";"1499,69"
"ORD-001307";"CUST-000105";"21.02.2026";"shipped";"694,78"
"ORD-001308";"CUST-000105";"29.06.2026";"shipped";"1730,56"
"ORD-001309";"CUST-000106";"03.05.2026";"shipped";"534,88"
"ORD-001310";"CUST-000106";"17.06.2026";"shipped";"486,84"
"ORD-001311";"CUST-000107";"19.03.2026";"processing";"825,61"
"ORD-001312";"CUST-000107";"11.07.2026";"cancelled";"347,81"
"ORD-001313";"CUST-000108";"24.01.2026";"shipped";"616,1"
"ORD-001314";"CUST-000109";"10.06.2026";"delivered";"184,67"
"ORD-001315";"CUST-000109";"15.07.2026";"shipped";"706,43"
"ORD-001316";"CUST-000109";"06.06.2026";"shipped";"514,61"
"ORD-001317";"CUST-000110";"29.04.2026";"processing";"1846,64"
"ORD-001318";"CUST-000110";"02.05.2026";"cancelled";"1516,33"
"ORD-001319";"CUST-000110";"26.03.2026";"open";"925,91"
"ORD-001320";"CUST-000110";"11.07.2026";"shipped";"1776,61"
"ORD-001321";"CUST-000111";"18.05.2026";"shipped";"160,59"
"ORD-001322";"CUST-000112";"29.01.2026";"shipped";"1026,01"
"ORD-001323";"CUST-000112";"28.05.2026";"delivered";"1882,82"
"ORD-001324";"CUST-000112";"08.05.2026";"shipped";"1460,07"
"ORD-001325";"CUST-000113";"23.04.2026";"shipped";"1348,21"
"ORD-001326";"CUST-000114";"23.02.2026";"shipped";"556,8"
"ORD-001327";"CUST-000114";"30.06.2026";"open";"756,29"
"ORD-001328";"CUST-000114";"24.06.2026";"shipped";"1858,24"
"ORD-001329";"CUST-000114";"27.01.2026";"processing";"1629,27"
"ORD-001330";"CUST-000115";"07.08.2026";"shipped";"1635,78"
"ORD-001331";"CUST-000115";"07.03.2026";"shipped";"1095,57"
"ORD-001332";"CUST-000115";"19.04.2026";"delivered";"119,42"
"ORD-001333";"CUST-000116";"24.04.2026";"shipped";"1056,57"
"ORD-001334";"CUST-000117";"02.01.2026";"shipped";"121,39"
"ORD-001335";"CUST-000117";"21.05.2026";"shipped";"1878,47"
"ORD-001336";"CUST-000117";"19.06.2026";"shipped";"753,03"
"ORD-001337";"CUST-000117";"23.05.2026";"processing";"97,68"
"ORD-001338";"CUST-000117";"06.05.2026";"shipped";"921,26"
"ORD-001339";"CUST-000118";"03.04.2026";"returned";"1972,39"
"ORD-001340";"CUST-000119";"27.05.2026";"shipped";"283,34"
"ORD-001341";"CUST-000119";"11.04.2026";"shipped";"427,42"
"ORD-001342";"CUST-000119";"05.08.2026";"delivered";"1876,49"
"ORD-001343";"CUST-000119";"16.07.2026";"open";"1431,89"
"ORD-001344";"CUST-000119";"14.06.2026";"shipped";"1553,28"
"ORD-001345";"CUST-000120";"13.04.2026";"delivered";"457,64"
"ORD-001346";"CUST-000120";"28.02.2026";"shipped";"945,81"
"ORD-001347";"CUST-000120";"19.04.2026";"shipped";"1128,26"
"ORD-001348";"CUST-000120";"15.06.2026";"shipped";"96,52"
"ORD-001349";"CUST-000120";"15.05.2026";"open";"394,86"
"ORD-001350";"CUST-000121";"19.03.2026";"shipped";"1463,94"
"ORD-001351";"CUST-000121";"31.07.2026";"processing";"1606,6"
"ORD-001352";"CUST-000122";"06.08.2026";"shipped";"757,72"
"ORD-001353";"CUST-000122";"20.02.2026";"shipped";"994,93"
"ORD-001354";"CUST-000123";"17.05.2026";"shipped";"333,13"
"ORD-001355";"CUST-000123";"29.05.2026";"shipped";"594,65"
"ORD-001356";"CUST-000123";"03.02.2026";"shipped";"1147,96"
"ORD-001357";"CUST-000124";"31.07.2026";"delivered";"1683,92"
"ORD-001358";"CUST-000124";"25.06.2026";"shipped";"689,58"
"ORD-001359";"CUST-000124";"10.02.2026";"open";"1834,24"
"ORD-001360";"CUST-000124";"17.05.2026";"shipped";"1006,06"
"ORD-001361";"CUST-000125";"30.04.2026";"shipped";"983,89"
"ORD-001362";"CUST-000125";"09.06.2026";"shipped";"1359,22"
"ORD-001363";"CUST-000125";"27.03.2026";"open";"736,21"
"ORD-001364";"CUST-000125";"12.07.2026";"delivered";"1528,38"
"ORD-001365";"CUST-000125";"14.04.2026";"shipped";"1579,89"
"ORD-001366";"CUST-000126";"30.06.2026";"shipped";"1133,8"
"ORD-001367";"CUST-000127";"18.04.2026";"shipped";"1105,83"
"ORD-001368";"CUST-000127";"05.08.2026";"delivered";"687,77"
"ORD-001369";"CUST-000127";"27.05.2026";"returned";"1255,87"
"ORD-001370";"CUST-000128";"19.05.2026";"processing";"661,53"
"ORD-001371";"CUST-000129";"21.07.2026";"processing";"1541,21"
"ORD-001372";"CUST-000129";"13.06.2026";"delivered";"518,43"
"ORD-001373";"CUST-000129";"15.01.2026";"shipped";"768,18"
"ORD-001374";"CUST-000130";"13.03.2026";"shipped";"1408,25"
"ORD-001375";"CUST-000130";"20.04.2026";"shipped";"183,23"
"ORD-001376";"CUST-000131";"18.07.2026";"open";"1964,6"
"ORD-001377";"CUST-000131";"25.06.2026";"shipped";"1512,18"
"ORD-001378";"CUST-000131";"25.05.2026";"cancelled";"1021,89"
"ORD-001379";"CUST-000131";"23.06.2026";"shipped";"1359,9"
"ORD-001380";"CUST-000132";"30.05.2026";"shipped";"1297,68"
"ORD-001381";"CUST-000132";"07.06.2026";"open";"144,1"
"ORD-001382";"CUST-000132";"05.08.2026";"shipped";"1786,92"
"ORD-001383";"CUST-000132";"04.08.2026";"shipped";"1919,05"
"ORD-001384";"CUST-000133";"19.03.2026";"open";"1370,09"
"ORD-001385";"CUST-000133";"26.06.2026";"shipped";"1220,13"
"ORD-001386";"CUST-000133";"14.04.2026";"cancelled";"814,09"
"ORD-001387";"CUST-000133";"01.06.2026";"shipped";"162,26"
"ORD-001388";"CUST-000134";"24.01.2026";"shipped";"500,32"
"ORD-001389";"CUST-000135";"17.04.2026";"open";"503,46"
"ORD-001390";"CUST-000135";"24.06.2026";"shipped";"1110,83"
"ORD-001391";"CUST-000135";"06.05.2026";"delivered";"1569,03"
"ORD-001392";"CUST-000135";"28.04.2026";"open";"489,67"
"ORD-001393";"CUST-000135";"26.06.2026";"shipped";"1631,06"
"ORD-001394";"CUST-000136";"26.03.2026";"delivered";"305,42"
"ORD-001395";"CUST-000136";"31.05.2026";"cancelled";"643,25"
