sku,name,price,weight_kg,in_stock
SKU-0105,light,499.49,1.4,True
SKU-0106,around,847.53,2.697,False
SKU-0107,news,387.37,17.068,False
SKU-0108,name,78.41,10.835,False
SKU-0109,concern,765.94,19.851,True
SKU-0110,decade,616.69,16.746,True
SKU-0111,city,981.68,21.46,False
SKU-0112,design,633.81,21.944,False
SKU-0113,fly,926.09,0.085,True
SKU-0114,speech,456.38,17.665,False
SKU-0115,step,266.32,8.318,False
SKU-0116,must,572.19,8.507,False
SKU-0117,return,338.72,19.369,False
SKU-0118,could,614.32,8.109,True
SKU-0119,player,424.96,18.129,True
SKU-0120,opportunity,186.06,22.686,True
SKU-0121,arrive,135.71,12.378,True
SKU-0122,remain,471.75,4.975,True
SKU-0123,else,560.27,7.858,True
SKU-0124,get,12.33,13.016,False
SKU-0125,run,565.63,12.493,True
SKU-0126,too,33.79,14.865,False
SKU-0127,different,844.71,10.104,True
SKU-0128,among,711.63,9.331,False
SKU-0129,trial,323.28,5.556,True
SKU-0130,seven,770.29,14.446,True
SKU-0131,cause,835.33,3.172,True
SKU-0132,area,345.99,5.265,True
SKU-0133,concern,807.63,14.796,True
SKU-0134,agent,804.76,9.503,True
SKU-0135,blue,672.38,21.62,True
SKU-0136,once,179.08,22.31,True
SKU-0137,decision,137.44,20.793,False
SKU-0138,evening,691.86,16.763,False
SKU-0139,right,889.69,24.848,False
SKU-0140,according,191.54,16.799,True
SKU-0141,gas,707.62,18.381,False
SKU-0142,campaign,602.26,24.881,True
SKU-0143,interview,868.49,14.574,False
SKU-0144,election,300.46,2.263,False
SKU-0145,certainly,639.92,8.895,True
SKU-0146,court,181.87,12.579,True
SKU-0147,specific,484.26,2.211,False
SKU-0148,central,993.14,4.644,True
SKU-0149,present,690.47,20.585,True
SKU-0150,no,96.46,8.29,True
SKU-0151,thousand,694.01,18.213,False
SKU-0152,both,687.4,17.137,True
SKU-0153,ability,897.84,22.822,False
SKU-0154,with,672.53,20.675,True
SKU-0155,foot,67.49,2.964,False
SKU-0156,production,213.43,21.356,True
SKU-0157,yet,970.94,12.139,False
SKU-0158,visit,968.21,21.553,True
SKU-0159,off,373.12,5.704,False
SKU-0160,entire,31.28,0.77,False
SKU-0161,base,33.46,24.125,True
SKU-0162,back,448.78,1.223,True
SKU-0163,board,147.98,14.315,False
SKU-0164,painting,707.14,20.878,False
SKU-0165,there,213.04,2.517,False
SKU-0166,meet,849.55,10.988,True
SKU-0167,either,87.6,15.38,False
SKU-0168,operation,236.27,15.686,False
SKU-0169,collection,633.06,6.184,True
SKU-0170,speech,732.08,8.355,True
SKU-0171,entire,962.74,2.683,True
SKU-0172,investment,598.82,13.817,True
SKU-0173,agree,325.31,6.317,True
SKU-0174,according,274.12,21.46,True
SKU-0175,green,733.56,18.281,True
SKU-0176,want,932.17,16.663,True
SKU-0177,choice,833.18,6.086,False
SKU-0178,page,80.98,11.746,True
SKU-0179,activity,958.02,17.059,False
SKU-0180,fly,682.72,13.854,True
SKU-0181,box,708.09,21.097,True
SKU-0182,note,620.08,1.824,True
SKU-0183,big,63.81,10.393,True
SKU-0184,same,106.78,16.76,True
SKU-0185,whatever,72.82,5.229,True
SKU-0186,late,959.89,9.993,True
SKU-0187,wall,213.51,21.608,True
SKU-0188,special,578.21,6.005,False
SKU-0189,nation,80.84,21.74,False
SKU-0190,reach,806.37,23.788,False
SKU-0191,common,777.79,24.482,False
SKU-0192,pay,940.4,24.918,False
SKU-0193,chance,825.67,21.98,False
SKU-0194,check,37.15,19.763,True
SKU-0195,hit,536.17,17.257,False
SKU-0196,her,364.51,7.876,False
SKU-0197,own,398.14,1.063,True
SKU-0198,thus,121.3,19.763,False
SKU-0199,improve,648.25,6.08,True
SKU-0200,it,431.54,19.05,True
SKU-0201,nor,44.27,2.165,True
SKU-0202,in,852.41,14.843,True
SKU-0203,arm,365.35,8.88,False
SKU-0204,role,979.87,24.168,True
SKU-0205,improve,320.7,15.564,False
SKU-0206,spend,879.57,14.335,False
SKU-0207,answer,215.31,4.097,True
SKU-0208,defense,170.64,2.621,False
SKU-0209,market,59.28,3.549,True
SKU-0210,now,68.72,21.548,True
SKU-0211,land,306.68,19.138,False
SKU-0212,quickly,556.91,16.629,True
SKU-0213,do,398.21,17.779,True
SKU-0214,find,857.47,0.295,False
SKU-0215,goal,911.46,20.304,False
SKU-0216,raise,654.02,7.484,True
SKU-0217,call,470.3,24.27,True
SKU-0218,society,385.14,15.885,False
SKU-0219,picture,366.19,23.063,True
SKU-0220,now,811.93,20.242,False
SKU-0221,tonight,77.83,4.543,True
SKU-0222,feeling,530.71,17.004,True
SKU-0223,security,778.59,8.144,True
SKU-0224,air,969.97,12.209,False
SKU-0225,friend,944.61,7.403,False
SKU-0226,each,937.57,2.97,True
SKU-0227,organization,960.53,1.083,False
SKU-0228,enter,965.64,18.452,False
SKU-0229,training,804.77,20.78,True
SKU-0230,future,637.55,9.267,False
SKU-0231,their,722.78,20.728,True
SKU-0232,country,919.25,8.793,False
SKU-0233,skin,596.58,18.371,False
SKU-0234,general,722.31,13.954,True
SKU-0235,throughout,441.17,13.344,False
SKU-0236,agreement,379.62,0.237,False
SKU-0237,office,28.05,15.46,False
SKU-0238,fast,831.47,9.938,True
SKU-0239,too,938.23,1.024,False
SKU-0240,note,666.41,20.837,True
SKU-0241,question,464.27,24.255,True
SKU-0242,nearly,278.84,13.335,False
SKU-0243,reflect,526.59,12.692,False
SKU-0244,nor,507.11,22.977,False
SKU-0245,culture,316.09,11.685,True
SKU-0246,suggest,526.84,22.901,True
SKU-0247,report,847.17,5.107,False
SKU-0248,officer,446.15,15.55,True
SKU-0249,wear,481.3,14.786,True
SKU-0250,itself,653.54,19.087,True
SKU-0251,finally,866.53,15.571,False
SKU-0252,whom,188.73,11.837,True
SKU-0253,west,832.57,16.12,False
SKU-0254,respond,272.9,10.335,False
SKU-0255,represent,464.37,8.967,True
SKU-0256,toward,756.46,21.696,True
SKU-0257,pay,70.52,18.766,True
SKU-0258,south,615.15,6.434,False
SKU-0259,store,422.33,1.641,False
SKU-0260,oil,440.57,11.156,True
SKU-0261,central,536.98,0.375,False
SKU-0262,business,3.74,22.087,False
SKU-0263,beat,109.32,24.752,False
SKU-0264,account,609.05,6.972,False
SKU-0265,establish,614.72,17.025,True
SKU-0266,bit,503.71,0.355,False
SKU-0267,president,946.52,4.7,True
SKU-0268,case,95.76,23.444,False
SKU-0269,increase,917.46,9.899,False
SKU-0270,capital,398.25,12.017,True
SKU-0271,occur,192.52,11.768,False
SKU-0272,property,410.84,23.506,True
SKU-0273,first,875.08,0.863,True
SKU-0274,according,950.91,22.63,True
SKU-0275,course,360.15,24.74,True
SKU-0276,shoulder,857.25,11.222,True
SKU-0277,move,89.8,21.854,False
SKU-0278,reason,421.22,6.692,True
SKU-0279,expert,612.19,8.012,True
SKU-0280,myself,638.29,11.751,False
SKU-0281,six,295.14,1.858,False
SKU-0282,war,24.75,7.525,True
SKU-0283,home,465.25,8.213,True
SKU-0284,like,127.0,12.541,True
SKU-0285,a,277.19,20.932,True
SKU-0286,do,220.4,18.611,False
SKU-0287,produce,510.58,20.531,True
SKU-0288,quality,721.35,10.052,True
SKU-0289,friend,927.09,18.374,True
SKU-0290,recently,26.16,7.926,False
SKU-0291,affect,465.5,2.145,True
SKU-0292,economy,943.07,7.495,True
SKU-0293,situation,121.85,19.897,True
SKU-0294,section,199.36,21.587,False
SKU-0295,free,817.25,14.284,False
SKU-0296,simple,606.11,19.233,False
SKU-0297,operation,93.99,21.6,True
SKU-0298,manager,646.13,14.903,True
SKU-0299,best,941.67,24.937,False
SKU-0300,investment,95.84,10.229,True
SKU-0301,shake,473.62,5.682,True
SKU-0302,use,869.46,5.157,False
SKU-0303,and,283.33,2.535,True
SKU-0304,enter,817.65,15.679,True
SKU-0305,remain,330.48,10.585,True
SKU-0306,community,708.79,16.403,False
SKU-0307,these,377.59,22.681,True
SKU-0308,nearly,841.14,4.697,True
SKU-0309,least,456.53,8.585,False
SKU-0310,film,768.83,19.725,False
SKU-0311,participant,441.99,15.64,False
SKU-0312,building,147.67,15.945,False
SKU-0313,contain,350.67,9.698,False
SKU-0314,cost,126.28,6.066,True
SKU-0315,police,603.57,21.224,True
SKU-0316,clearly,768.34,4.626,True
SKU-0317,ago,716.09,24.62,True
SKU-0318,staff,252.43,24.983,False
SKU-0319,open,464.54,24.084,True
SKU-0320,oil,581.06,5.724,True
SKU-0321,wear,201.57,3.225,False
SKU-0322,within,321.58,24.463,True
SKU-0323,billion,157.76,6.552,True
SKU-0324,day,800.59,11.812,False
SKU-0325,control,201.14,23.618,False
SKU-0326,product,584.7,16.887,True
SKU-0327,glass,454.87,1.336,True
SKU-0328,ball,713.72,3.97,True
SKU-0329,physical,394.92,5.637,False
SKU-0330,something,727.85,7.969,False
SKU-0331,story,380.05,15.752,False
SKU-0332,kind,324.08,10.824,False
SKU-0333,worry,944.91,3.227,True
SKU-0334,message,121.01,16.517,False
SKU-0335,voice,861.18,3.664,False
SKU-0336,ahead,275.64,9.515,True
SKU-0337,goal,601.18,13.907,False
SKU-0338,yes,456.39,18.436,True
SKU-0339,inside,59.32,14.763,False
SKU-0340,large,164.36,12.872,True
SKU-0341,data,460.0,16.42,False
SKU-0342,of,466.34,9.73,False
SKU-0343,need,89.92,5.926,False
SKU-0344,term,428.12,2.301,True
SKU-0345,place,833.47,15.474,False
SKU-0346,reason,452.96,21.215,False
SKU-0347,main,402.55,1.172,False
SKU-0348,film,872.28,13.687,True
SKU-0349,best,224.86,21.403,False
SKU-0350,rise,19.56,14.655,True
SKU-0351,save,288.27,18.619,True
SKU-0352,wall,782.82,9.49,True
SKU-0353,expert,705.48,16.301,True
SKU-0354,human,184.06,1.396,True
SKU-0355,course,125.41,24.402,True
SKU-0356,consumer,671.96,1.215,True
SKU-0357,deep,200.39,4.648,True
SKU-0358,car,246.18,1.907,False
SKU-0359,everyone,345.48,10.329,True
SKU-0360,four,389.24,3.51,False
SKU-0361,charge,9.72,3.865,True
SKU-0362,side,729.02,21.59,False
SKU-0363,manage,307.31,22.462,False
SKU-0364,performance,305.47,8.988,False
SKU-0365,traditional,954.34,5.779,True
SKU-0366,we,180.07,3.581,True
SKU-0367,up,687.02,16.96,True
SKU-0368,green,677.44,0.64,False
SKU-0369,physical,458.22,18.456,True
SKU-0370,about,373.52,9.11,True
SKU-0371,fall,110.44,9.244,True
SKU-0372,since,934.72,16.056,False
SKU-0373,recently,816.33,13.251,True
SKU-0374,manager,969.31,1.88,True
SKU-0375,force,54.9,16.491,True
SKU-0376,poor,696.46,13.388,False
SKU-0377,however,306.71,1.027,False
SKU-0378,meeting,105.61,21.001,False
SKU-0379,part,611.01,3.631,False
SKU-0380,car,877.39,0.955,True
SKU-0381,agreement,73.21,7.056,True
SKU-0382,leave,928.83,20.798,False
SKU-0383,tonight,769.03,17.104,False
SKU-0384,treatment,546.39,19.396,True
SKU-0385,set,834.53,12.128,False
SKU-0386,along,19.16,0.601,True
SKU-0387,society,216.52,8.83,True
SKU-0388,measure,377.18,6.694,True
SKU-0389,alone,994.27,4.152,True
SKU-0390,way,536.54,5.636,False
SKU-0391,trial,944.35,13.837,True
SKU-0392,little,782.38,20.262,True
SKU-0393,inside,674.04,3.272,False
SKU-0394,skin,61.19,21.084,False
SKU-0395,likely,111.8,21.882,True
SKU-0396,better,687.78,16.793,False
SKU-0397,in,617.74,5.436,False
SKU-0398,chair,590.89,21.4,False
SKU-0399,itself,219.94,6.161,False
SKU-0400,nature,843.78,12.627,True
SKU-0401,response,735.05,24.162,False
SKU-0402,white,406.6,14.714,False
SKU-0403,officer,990.81,7.618,False
SKU-0404,expert,565.79,17.92,False
SKU-0405,wear,222.27,1.634,False
SKU-0406,assume,157.16,11.983,True
SKU-0407,major,829.59,1.157,False
SKU-0408,account,558.08,4.168,True
SKU-0409,more,156.41,17.726,False
SKU-0410,pressure,581.33,13.871,False
SKU-0411,community,845.11,1.249,True
SKU-0412,example,571.94,4.831,True
SKU-0413,establish,341.36,0.289,False
SKU-0414,with,577.57,8.209,True
SKU-0415,war,510.18,1.323,True
SKU-0416,heart,899.56,11.65,True
SKU-0417,interest,627.79,8.916,False
SKU-0418,level,987.04,18.33,True
SKU-0419,cause,223.51,6.517,True
SKU-0420,a,737.54,1.745,True
SKU-0421,back,525.18,1.725,False
SKU-0422,season,724.53,13.678,False
SKU-0423,officer,884.96,1.873,False
SKU-0424,maintain,822.58,5.772,False
SKU-0425,seat,274.32,10.005,False
SKU-0426,social,34.84,18.669,False
SKU-0427,government,972.37,2.891,False
SKU-0428,rate,938.11,17.733,True
SKU-0429,view,97.69,18.256,True
SKU-0430,here,131.37,12.663,False
SKU-0431,head,70.06,23.673,True
SKU-0432,term,527.52,11.998,False
SKU-0433,nature,301.09,12.042,True
SKU-0434,science,741.18,15.598,True
SKU-0435,move,84.53,24.724,True
SKU-0436,cold,890.02,4.036,False
SKU-0437,receive,727.92,16.967,True
SKU-0438,move,278.02,11.972,False
SKU-0439,four,669.31,16.139,False
SKU-0440,public,44.9,5.249,False
SKU-0441,situation,968.13,0.144,False
SKU-0442,child,242.42,23.753,False
SKU-0443,civil,244.46,1.324,True
SKU-0444,dark,164.42,13.293,True
SKU-0445,condition,811.63,18.69,True
SKU-0446,wear,508.52,20.827,False
SKU-0447,ahead,174.74,19.695,False
SKU-0448,commercial,854.05,24.287,True
SKU-0449,I,154.16,17.673,False
SKU-0450,Democrat,66.36,4.567,False
SKU-0451,artist,73.53,10.2,False
SKU-0452,big,582.92,9.741,False
SKU-0453,cultural,442.94,23.314,True
SKU-0454,industry,589.13,13.763,False
SKU-0455,left,62.92,10.938,True
SKU-0456,factor,885.46,24.006,True
SKU-0457,measure,576.47,15.072,False
SKU-0458,cover,593.66,23.662,True
SKU-0459,unit,95.85,20.895,False
SKU-0460,national,279.27,3.715,False
SKU-0461,wrong,817.57,14.14,True
SKU-0462,policy,62.71,16.146,True
SKU-0463,office,305.36,3.88,False
SKU-0464,lose,750.57,2.011,True
SKU-0465,serve,909.82,17.554,False
SKU-0466,result,80.22,10.47,False
SKU-0467,conference,559.41,7.9,True
SKU-0468,shake,795.63,2.24,False
SKU-0469,special,593.48,5.667,False
SKU-0470,even,81.9,2.198,True
SKU-0471,learn,986.39,12.064,True
SKU-0472,best,818.12,23.851,False
SKU-0473,thing,521.0,6.61,False
SKU-0474,blue,860.51,1.99,True
SKU-0475,describe,660.68,20.549,False
SKU-0476,loss,100.37,13.941,True
SKU-0477,outside,880.83,19.148,False
SKU-0478,gas,620.45,1.532,False
SKU-0479,and,270.21,11.082,False
SKU-0480,speak,915.06,7.974,False
SKU-0481,school,246.52,20.548,True
SKU-0482,world,7.78,10.872,False
SKU-0483,see,211.91,21.965,False
SKU-0484,culture,294.06,22.799,False
SKU-0485,others,896.49,19.315,False
SKU-0486,window,139.65,22.861,False
SKU-0487,clear,302.46,20.748,False
SKU-0488,action,589.87,12.85,True
SKU-0489,there,209.28,16.407,False
SKU-0490,beautiful,480.0,24.153,True
SKU-0491,now,238.54,21.705,True
SKU-0492,TV,854.37,24.364,False
SKU-0493,government,59.92,18.319,False
SKU-0494,movie,462.24,17.278,False
SKU-0495,like,748.7,2.663,False
SKU-0496,light,427.62,4.787,True
SKU-0497,true,85.57,20.923,True
SKU-0498,son,613.43,20.237,False
SKU-0499,employee,745.56,13.688,True
SKU-0500,member,530.64,11.399,False
SKU-0501,hold,301.32,23.116,True
SKU-0502,well,322.86,21.437,True
SKU-0503,decision,496.24,4.235,True
SKU-0504,series,26.09,20.047,True
SKU-0505,worry,292.46,20.948,False
SKU-0506,important,766.44,4.563,True
SKU-0507,today,726.72,22.603,False
SKU-0508,generation,252.74,12.136,False
SKU-0509,campaign,805.92,21.326,True
SKU-0510,true,488.18,9.013,False
SKU-0511,three,481.47,14.05,True
SKU-0512,rate,963.11,22.097,False
SKU-0513,energy,212.0,13.251,False
SKU-0514,over,43.74,12.941,True
SKU-0515,style,750.96,15.17,False
SKU-0516,at,187.0,9.922,True
SKU-0517,simply,412.86,14.2,False
SKU-0518,child,235.03,3.655,True
SKU-0519,than,898.34,17.485,False
SKU-0520,also,321.67,6.686,True
SKU-0521,term,898.57,2.939,False
SKU-0522,rate,651.63,17.112,True
SKU-0523,listen,317.77,18.315,True
SKU-0524,stand,943.48,2.491,False
SKU-0525,run,401.21,10.138,False
SKU-0526,situation,905.25,22.216,True
SKU-0527,structure,279.26,7.628,True
SKU-0528,light,51.72,1.462,True
SKU-0529,central,893.09,7.725,True
SKU-0530,think,812.55,17.25,True
SKU-0531,local,395.43,18.371,True
SKU-0532,weight,761.54,18.641,True
SKU-0533,office,223.96,23.591,False
SKU-0534,former,703.35,21.283,True
SKU-0535,peace,935.01,11.686,False
SKU-0536,choice,57.4,16.552,True
SKU-0537,level,633.91,23.574,False
SKU-0538,decision,233.71,8.05,True
SKU-0539,allow,249.66,23.2,True
SKU-0540,ball,831.83,11.623,True
SKU-0541,station,297.04,8.742,False
SKU-0542,form,269.8,5.525,True
SKU-0543,experience,600.31,11.376,False
SKU-0544,offer,249.51,2.634,False
SKU-0545,thing,575.81,9.743,True
SKU-0546,decide,616.19,2.456,False
SKU-0547,pass,864.09,16.621,True
SKU-0548,little,489.68,5.259,True
SKU-0549,participant,688.63,11.86,True
SKU-0550,let,405.93,3.137,False
SKU-0551,little,932.85,11.208,True
SKU-0552,population,409.05,0.506,False
SKU-0553,share,862.44,2.387,True
SKU-0554,road,269.6,2.137,True
SKU-0555,notice,430.81,22.681,False
SKU-0556,best,71.73,10.16,True
SKU-0557,my,683.81,12.252,False
SKU-0558,white,63.96,20.563,False
SKU-0559,friend,836.34,0.398,True
SKU-0560,cup,203.5,18.222,True
SKU-0561,right,836.95,24.297,True
SKU-0562,adult,398.99,13.59,False
SKU-0563,no,712.84,3.526,True
SKU-0564,wife,205.22,7.265,True
SKU-0565,have,677.74,21.606,True
SKU-0566,style,869.57,7.702,False
SKU-0567,fish,526.28,14.135,False
SKU-0568,notice,352.52,1.676,True
SKU-0569,decide,136.2,24.23,True
SKU-0570,child,394.29,7.943,False
SKU-0571,son,260.61,6.837,False
SKU-0572,question,438.58,1.72,True
SKU-0573,very,361.45,9.668,False
SKU-0574,television,274.95,1.267,False
SKU-0575,free,967.04,4.247,False
SKU-0576,soon,592.14,14.58,False
SKU-0577,pick,444.69,20.015,True
SKU-0578,receive,399.32,7.386,False
SKU-0579,understand,950.0,23.069,False
SKU-0580,really,392.39,19.67,False
SKU-0581,answer,835.08,9.863,False
SKU-0582,new,931.07,18.478,True
SKU-0583,town,218.1,19.965,True
SKU-0584,national,745.29,14.61,True
SKU-0585,left,534.64,18.097,True
SKU-0586,line,855.71,8.592,True
SKU-0587,example,588.83,0.899,False
SKU-0588,challenge,878.77,2.982,True
SKU-0589,north,359.51,7.234,False
SKU-0590,old,209.1,21.509,False
SKU-0591,product,464.48,15.975,True
SKU-0592,entire,860.5,18.268,True
SKU-0593,one,781.17,1.101,True
SKU-0594,right,764.28,22.068,False
SKU-0595,order,257.23,20.289,True
SKU-0596,under,502.17,3.065,False
SKU-0597,development,148.57,20.217,True
SKU-0598,table,115.61,18.694,True
SKU-0599,how,704.12,15.598,False
SKU-0600,bring,179.87,11.856,True
SKU-0601,serve,928.45,22.695,False
SKU-0602,occur,562.11,0.425,True
SKU-0603,write,979.8,4.615,True
SKU-0604,up,246.06,3.901,True
SKU-0605,meeting,3.93,10.126,False
SKU-0606,take,531.07,11.454,True
SKU-0607,exist,224.65,3.854,True
SKU-0608,past,89.06,6.831,False
SKU-0609,drive,981.25,7.833,True
SKU-0610,medical,308.04,20.716,False
SKU-0611,almost,73.39,14.907,True
SKU-0612,cost,929.37,11.561,True
SKU-0613,then,828.91,3.062,True
SKU-0614,rest,276.4,17.025,False
SKU-0615,whom,94.32,12.994,False
SKU-0616,several,46.48,3.369,True
SKU-0617,look,788.25,4.923,False
SKU-0618,agent,161.3,0.816,True
SKU-0619,generation,210.98,14.42,False
SKU-0620,worker,68.11,23.7,False
SKU-0621,over,431.6,6.682,True
SKU-0622,name,178.31,13.062,False
SKU-0623,player,93.23,12.244,False
SKU-0624,develop,300.08,9.901,False
SKU-0625,western,161.09,1.681,True
SKU-0626,pass,249.1,19.748,False
SKU-0627,agent,512.23,17.236,False
SKU-0628,address,510.89,17.187,True
SKU-0629,opportunity,466.31,2.662,True
SKU-0630,sound,310.05,6.134,True
SKU-0631,institution,461.13,9.903,True
SKU-0632,answer,261.31,21.944,False
SKU-0633,student,686.47,3.355,True
SKU-0634,road,28.71,21.667,False
SKU-0635,modern,835.76,16.187,True
SKU-0636,paper,702.39,21.152,False
SKU-0637,so,316.54,8.659,False
SKU-0638,term,278.72,4.436,True
SKU-0639,drop,54.35,16.657,False
SKU-0640,all,824.26,11.772,True
SKU-0641,specific,917.51,1.726,False
SKU-0642,car,253.58,1.196,False
SKU-0643,law,376.52,10.102,True
SKU-0644,sort,90.03,21.794,True
SKU-0645,score,124.35,0.208,False
SKU-0646,meeting,790.3,6.395,True
SKU-0647,prepare,773.21,12.095,True
SKU-0648,strategy,228.79,1.63,True
SKU-0649,want,449.34,23.618,True
SKU-0650,bit,735.23,4.905,True
SKU-0651,doctor,835.38,17.24,False
SKU-0652,fear,174.31,22.546,False
SKU-0653,hard,74.77,20.795,True
SKU-0654,cost,67.83,9.948,True
SKU-0655,those,697.11,14.588,False
SKU-0656,official,18.93,13.811,True
SKU-0657,here,7.04,22.911,False
SKU-0658,serious,301.7,0.372,False
SKU-0659,travel,460.44,24.927,True
SKU-0660,approach,195.03,17.963,True
SKU-0661,begin,79.96,11.363,False
SKU-0662,poor,85.99,6.861,True
SKU-0663,attack,636.62,11.009,True
SKU-0664,skill,864.72,15.296,True
SKU-0665,office,456.41,21.45,True
SKU-0666,ability,11.49,4.192,False
SKU-0667,but,155.82,15.663,False
SKU-0668,car,792.56,24.4,False
SKU-0669,audience,919.08,23.959,False
SKU-0670,everyone,885.49,22.343,True
SKU-0671,kid,292.62,21.376,True
SKU-0672,stay,786.93,6.905,True
SKU-0673,activity,945.92,19.597,False
SKU-0674,nothing,623.51,15.261,False
SKU-0675,little,332.9,20.393,False
SKU-0676,hear,585.19,22.151,True
SKU-0677,television,392.0,10.052,False
SKU-0678,use,458.93,23.395,True
SKU-0679,safe,903.44,22.979,True
SKU-0680,population,23.28,3.91,True
SKU-0681,blue,767.89,11.192,True
SKU-0682,artist,587.69,4.026,True
SKU-0683,Congress,612.61,17.486,False
SKU-0684,job,731.53,5.351,False
SKU-0685,almost,972.28,20.834,False
SKU-0686,buy,293.85,22.013,False
SKU-0687,shake,447.2,8.833,True
SKU-0688,agency,907.98,17.514,True
SKU-0689,stage,484.79,10.109,False
SKU-0690,market,78.51,10.496,True
SKU-0691,central,431.84,16.214,False
SKU-0692,movie,767.88,6.2,True
SKU-0693,strong,433.3,0.993,True
SKU-0694,vote,822.43,6.743,True
SKU-0695,relationship,370.27,17.698,False
SKU-0696,wide,874.67,20.854,True
SKU-0697,beautiful,856.05,18.587,False
SKU-0698,speech,698.71,11.107,False
SKU-0699,research,172.58,10.03,False
SKU-0700,far,390.59,10.155,False
SKU-0701,enjoy,963.74,24.853,True
SKU-0702,avoid,850.15,10.545,True
SKU-0703,major,173.14,15.338,False
SKU-0704,hotel,44.78,17.489,True
SKU-0705,along,184.19,0.221,False
SKU-0706,dream,868.52,24.678,False
SKU-0707,me,75.71,1.133,False
SKU-0708,director,148.94,9.469,False
SKU-0709,opportunity,787.13,14.831,True
SKU-0710,evening,703.33,8.503,False
SKU-0711,ability,900.39,17.464,True
